price:68.0|title:托德尔莫慕斯卡甜高泡葡萄酒|sezhe:酒精度7.0%|crumb:选酒中心＞起泡酒＞甜起泡酒＞托德尔莫慕斯卡甜高泡葡萄酒
sezhe:酒精度8.5%|crumb:选酒中心＞白葡萄酒＞半甜白＞恋恋雷司令半甜葡萄酒|price:169.0|title:恋恋雷司令半甜葡萄酒
sezhe:酒精度13.5%|crumb:选酒中心＞其他＞康纳斯顿全系列品鉴组合（6支装）|price:259.0|title:康纳斯顿全系列品鉴组合（6支装）
sezhe:酒精度13.5%|crumb:选酒中心＞其他＞康纳斯顿全系列品鉴组合（6支装）【直播专享】|price:也买价:1211.8|title:康纳斯顿全系列品鉴组合（6支装）【直播专享】
sezhe:酒精度8%vol|crumb:选酒中心＞其他＞恋爱季甜桃红高泡葡萄酒双支香槟杯套装|price:68.0|title:恋爱季甜桃红高泡葡萄酒双支香槟杯套装
sezhe:酒精度8%vol|crumb:选酒中心＞其他＞恋爱季红白甜蜜之吻(恋爱季甜桃红高泡&甜白高泡)|price:99.0|title:恋爱季红白甜蜜之吻(恋爱季甜桃红高泡&甜白高泡)
sezhe:酒精度13.5%|crumb:选酒中心＞其他＞智利冠销组合(红魔鬼+冰飞艳）|price:179.0|title:智利冠销组合(红魔鬼+冰飞艳）
sezhe:酒精度13.5%|crumb:选酒中心＞其他＞天使与魔鬼两支装组合|price:209.0|title:天使与魔鬼两支装组合
sezhe:酒精度13.5%|crumb:选酒中心＞其他＞黄尾袋鼠西拉红葡萄酒6瓶装箱装|price:也买价:840.0|title:黄尾袋鼠西拉红葡萄酒6瓶装箱装
sezhe:酒精度13.5%|crumb:选酒中心＞红葡萄酒＞干红＞黄尾袋鼠（2西拉4加本力）-6支装|price:310.0|title:黄尾袋鼠（2西拉4加本力）-6支装
sezhe:酒精度13.5%|crumb:选酒中心＞红葡萄酒＞干红＞罗恩城堡超级波尔多干红葡萄酒|price:69.0|title:罗恩城堡超级波尔多干红葡萄酒
sezhe:酒精度13.5%|crumb:选酒中心＞红葡萄酒＞半干红＞黄尾袋鼠珍藏西拉红葡萄酒|price:89.0|title:黄尾袋鼠珍藏西拉红葡萄酒
sezhe:酒精度13.5%|crumb:选酒中心＞红葡萄酒＞干红＞夏迪威艾赤霞珠干红葡萄酒|price:69.0|title:夏迪威艾赤霞珠干红葡萄酒
sezhe:酒精度13.5%|crumb:选酒中心＞红葡萄酒＞半干红＞黄尾袋鼠梅洛红葡萄酒|price:59.0|title:黄尾袋鼠梅洛红葡萄酒
sezhe:酒精度13.0%|crumb:选酒中心＞红葡萄酒＞干红＞女王徽章西拉赤霞珠干红葡萄酒187.5ml（DeAguirre酒庄）|price:29.0|title:女王徽章西拉赤霞珠干红葡萄酒187.5ml（DeAguirre酒庄）
sezhe:酒精度0.125|crumb:选酒中心＞其他＞夏普朗城堡干红葡萄酒-6支装|price:369.0|title:夏普朗城堡干红葡萄酒-6支装
sezhe:酒精度13.50%|crumb:选酒中心＞红葡萄酒＞干红＞乐邦帝国干红葡萄酒|price:59.0|title:乐邦帝国干红葡萄酒
sezhe:|crumb:选酒中心＞其他＞薄若莱新酒乔治杜博夫巴黎派对干红葡萄酒2016|price:159.0|title:薄若莱新酒乔治杜博夫巴黎派对干红葡萄酒2016
sezhe:酒精度13.5%|crumb:选酒中心＞红葡萄酒＞干红＞贝尔莱佳酿干红葡萄酒（里奥哈）|price:89.0|title:贝尔莱佳酿干红葡萄酒（里奥哈）
sezhe:酒精度12.0%|crumb:选酒中心＞红葡萄酒＞干红＞阿诺贝提庄园干红葡萄酒|price:88.0|title:阿诺贝提庄园干红葡萄酒
sezhe:酒精度0.13|crumb:选酒中心＞红葡萄酒＞干红＞图卡斯特隆酒庄干红葡萄酒（中级庄）|price:99.0|title:图卡斯特隆酒庄干红葡萄酒（中级庄）
sezhe:酒精度13.5%|crumb:选酒中心＞红葡萄酒＞干红＞普瓦图庄园干红葡萄酒（中级庄）|price:118.0|title:普瓦图庄园干红葡萄酒（中级庄）
sezhe:酒精度12.5%|crumb:选酒中心＞红葡萄酒＞干红＞勃朗经典干红葡萄酒（又名：勃朗干红葡萄酒）|price:49.0|title:勃朗经典干红葡萄酒（又名：勃朗干红葡萄酒）
sezhe:酒精度13.0%|crumb:选酒中心＞白葡萄酒＞干白＞美景湾白苏维翁干白葡萄酒|price:69.0|title:美景湾白苏维翁干白葡萄酒
sezhe:|crumb:选酒中心＞红葡萄酒＞干红＞贝尔莱丹魄干红葡萄酒（里奥哈）2013|price:109.0|title:贝尔莱丹魄干红葡萄酒（里奥哈）2013
sezhe:酒精度13.0%|crumb:选酒中心＞红葡萄酒＞干红＞尚品波尔多法定产区红葡萄酒（拉菲罗斯柴尔德集团荣誉出品）|price:109.0|title:尚品波尔多法定产区红葡萄酒（拉菲罗斯柴尔德集团荣誉出品）
sezhe:酒精度13.5%|crumb:选酒中心＞红葡萄酒＞干红＞奧康蒂麓城堡干红葡萄酒（中级庄）|price:128.0|title:奧康蒂麓城堡干红葡萄酒（中级庄）
sezhe:酒精度9.5%|crumb:选酒中心＞白葡萄酒＞半干白＞Relax系列蓝司令（又名：雷司令白葡萄酒）|price:69.0|title:Relax系列蓝司令（又名：雷司令白葡萄酒）
sezhe:酒精度12.5%|crumb:选酒中心＞红葡萄酒＞干红＞法国波尔多浓情玫瑰红葡萄酒-6支装|price:359.0|title:法国波尔多浓情玫瑰红葡萄酒-6支装
sezhe:酒精度13.0%|crumb:选酒中心＞红葡萄酒＞干红＞康纳斯顿经典法国干红葡萄酒|price:59.0|title:康纳斯顿经典法国干红葡萄酒
sezhe:酒精度7.0%|crumb:选酒中心＞起泡酒＞甜起泡酒＞恋曲甜起泡葡萄酒|price:69.0|title:恋曲甜起泡葡萄酒
sezhe:酒精度12.50%|crumb:选酒中心＞红葡萄酒＞干红＞哈罗德干红葡萄酒|price:49.0|title:哈罗德干红葡萄酒
sezhe:酒精度12%|crumb:选酒中心＞红葡萄酒＞干红＞菲兰特利爱之恋干红葡萄酒西班牙排名前三的酒庄|price:也买价:149.0|title:菲兰特利爱之恋干红葡萄酒西班牙排名前三的酒庄
sezhe:酒精度9.5%vol|crumb:选酒中心＞起泡酒＞甜起泡酒＞恋爱季甜白高泡葡萄酒（又名：恋爱季低醇甜白高泡葡萄酒）|price:65.0|title:恋爱季甜白高泡葡萄酒（又名：恋爱季低醇甜白高泡葡萄酒）
sezhe:酒精度11.5%|crumb:选酒中心＞起泡酒＞绝干型起泡酒＞博纳瓦尔起泡葡萄酒375ML|price:也买价:258.0|title:博纳瓦尔起泡葡萄酒375ML
sezhe:酒精度13.5%|crumb:选酒中心＞其他＞法国明星超级波尔多双支组合(修士+罗恩城堡)|price:159.0|title:法国明星超级波尔多双支组合(修士+罗恩城堡)
sezhe:酒精度12.5%|crumb:选酒中心＞其他＞法国AOC大礼包（夏普朗+拉昂+克拉希湾+阿诺贝提+修士庄园+杜葡）【直播专享】|price:也买价:1018.8|title:法国AOC大礼包（夏普朗+拉昂+克拉希湾+阿诺贝提+修士庄园+杜葡）【直播专享】
sezhe:酒精度13.5%|crumb:选酒中心＞其他＞法国超级波尔多双支礼盒装|price:218.0|title:法国超级波尔多双支礼盒装
sezhe:酒精度13.0%|crumb:选酒中心＞其他＞畅游法国组合（六大产区）|price:499.0|title:畅游法国组合（六大产区）
sezhe:酒精度7.0%|crumb:选酒中心＞其他＞意大利的甜蜜浪漫（6支装）【直播专享】|price:也买价:1197.8|title:意大利的甜蜜浪漫（6支装）【直播专享】
sezhe:酒精度7.0%|crumb:选酒中心＞其他＞托德尔莫甜起泡水晶香槟杯套装|price:138.0|title:托德尔莫甜起泡水晶香槟杯套装
sezhe:酒精度12.5%|crumb:选酒中心＞其他＞节日全家福b-6支|price:289.0|title:节日全家福b-6支
sezhe:酒精度7.0%|crumb:选酒中心＞其他＞意大利的甜蜜浪漫（6支装）|price:399.0|title:意大利的甜蜜浪漫（6支装）
sezhe:酒精度13.0%|crumb:选酒中心＞其他＞格兰家族玉酿干红葡萄酒(佳酿等级）-6支装|price:259.0|title:格兰家族玉酿干红葡萄酒(佳酿等级）-6支装
sezhe:酒精度12.0%|crumb:选酒中心＞红葡萄酒＞干红＞河谷庄园安茹干红葡萄酒|price:88.0|title:河谷庄园安茹干红葡萄酒
sezhe:酒精度10.5%|crumb:选酒中心＞白葡萄酒＞半干白＞意大利弗莱斯凯罗葡萄酒(白)|price:52.0|title:意大利弗莱斯凯罗葡萄酒(白)
sezhe:酒精度11.00%|crumb:选酒中心＞桃红葡萄酒＞半甜桃红＞安茹加本力品丽珠半甜桃红葡萄酒|price:49.0|title:安茹加本力品丽珠半甜桃红葡萄酒
sezhe:酒精度13.0%|crumb:选酒中心＞红葡萄酒＞干红＞上梅多克姬斯酒庄2008红葡萄酒（名庄）（美人鱼三牌）|price:158.0|title:上梅多克姬斯酒庄2008红葡萄酒（名庄）（美人鱼三牌）
sezhe:酒精度13.0%|crumb:选酒中心＞其他＞康纳斯顿经典法国红葡萄酒-6支装|price:310.0|title:康纳斯顿经典法国红葡萄酒-6支装
sezhe:酒精度11.0%|crumb:选酒中心＞红葡萄酒＞半干红＞恋恋丹菲特半甜葡萄酒|price:169.0|title:恋恋丹菲特半甜葡萄酒
sezhe:酒精度13.5%|crumb:选酒中心＞红葡萄酒＞干红＞干露红魔鬼卡麦妮红葡萄酒|price:69.0|title:干露红魔鬼卡麦妮红葡萄酒
sezhe:酒精度13.5%|crumb:选酒中心＞红葡萄酒＞干红＞十八里金庄设拉子珍藏干红葡萄酒|price:168.0|title:十八里金庄设拉子珍藏干红葡萄酒
sezhe:酒精度13.0%|crumb:选酒中心＞红葡萄酒＞干红＞梅多克男爵小木桐（菲利普罗思柴尔德男爵精选梅多克干红葡萄酒）|price:也买价:768.0|title:梅多克男爵小木桐（菲利普罗思柴尔德男爵精选梅多克干红葡萄酒）
sezhe:酒精度0.13|crumb:选酒中心＞其他＞中级庄品鉴套装（图卡斯特隆酒庄）|price:99.0|title:中级庄品鉴套装（图卡斯特隆酒庄）
sezhe:酒精度13.0%|crumb:选酒中心＞红葡萄酒＞干红＞艾米干红葡萄酒|price:55.0|title:艾米干红葡萄酒
sezhe:酒精度12.0%|crumb:选酒中心＞红葡萄酒＞干红＞宜兰树·卢卡斯一世干红葡萄酒|price:59.0|title:宜兰树·卢卡斯一世干红葡萄酒
sezhe:酒精度14.5%|crumb:选酒中心＞红葡萄酒＞干红＞干露侯爵卡本妮苏维翁红葡萄酒|price:288.0|title:干露侯爵卡本妮苏维翁红葡萄酒
sezhe:酒精度13%|crumb:选酒中心＞红葡萄酒＞干红＞薄若莱新酒-乔治杜博夫杜丽城堡干红葡萄酒2015|price:也买价:298.0|title:薄若莱新酒-乔治杜博夫杜丽城堡干红葡萄酒2015
sezhe:酒精度12%|crumb:选酒中心＞其他＞爱之堡浓情干红葡萄酒六支装|price:229.0|title:爱之堡浓情干红葡萄酒六支装
sezhe:酒精度11.0%|crumb:选酒中心＞起泡酒＞干起泡酒＞维丽娜起泡白葡萄酒|price:159.0|title:维丽娜起泡白葡萄酒
sezhe:酒精度13.5%|crumb:选酒中心＞白葡萄酒＞干白＞云雾之湾长相思白葡萄酒（又名：云雾之湾苏维浓白葡萄酒）|price:299.0|title:云雾之湾长相思白葡萄酒（又名：云雾之湾苏维浓白葡萄酒）
sezhe:酒精度9.5%|crumb:选酒中心＞起泡酒＞甜起泡酒＞米兰之恋甜起泡葡萄酒|price:也买价:218.0|title:米兰之恋甜起泡葡萄酒
sezhe:酒精度11.5%|crumb:选酒中心＞白葡萄酒＞甜白＞爱德堡黑金冰白葡萄酒375ml|price:126.0|title:爱德堡黑金冰白葡萄酒375ml
sezhe:酒精度13.5%|crumb:选酒中心＞红葡萄酒＞干红＞伊拉苏总统之选赤霞珠梅洛|price:168.0|title:伊拉苏总统之选赤霞珠梅洛
sezhe:酒精度9.0%|crumb:选酒中心＞白葡萄酒＞半干白＞Blue蓝金标雷司令白葡萄酒|price:117.0|title:Blue蓝金标雷司令白葡萄酒
sezhe:酒精度14.5%|crumb:选酒中心＞红葡萄酒＞干红＞蒙特斯欧法西拉|price:228.0|title:蒙特斯欧法西拉
sezhe:酒精度7.0%|crumb:选酒中心＞其他＞爱之湾香槟杯套装|price:68.0|title:爱之湾香槟杯套装
sezhe:酒精度13.5%|crumb:选酒中心＞红葡萄酒＞干红＞康纳斯顿梅洛喜庆干红葡萄酒|price:59.0|title:康纳斯顿梅洛喜庆干红葡萄酒
sezhe:酒精度12%|crumb:选酒中心＞红葡萄酒＞干红＞乐桐城堡干红葡萄酒(1.5L)|price:139.0|title:乐桐城堡干红葡萄酒(1.5L)
sezhe:酒精度13%|crumb:选酒中心＞红葡萄酒＞干红＞薄若莱新酒-乔治杜博夫郁金香干红葡萄酒2015|price:99.0|title:薄若莱新酒-乔治杜博夫郁金香干红葡萄酒2015
sezhe:酒精度13.5%|crumb:选酒中心＞白葡萄酒＞半干白＞卡葡卡长相思白葡萄酒|price:139.0|title:卡葡卡长相思白葡萄酒
sezhe:酒精度13.50%|crumb:选酒中心＞其他＞蒙佩奇古堡双支装（干红+干白）|price:388.0|title:蒙佩奇古堡双支装（干红+干白）
sezhe:酒精度14%|crumb:选酒中心＞其他＞蒙佩奇正副牌组合套装|price:420.0|title:蒙佩奇正副牌组合套装
sezhe:酒精度12.5%|crumb:选酒中心＞其他＞8周年庆特献-超值特价组合（送酒具3件套）|price:398.0|title:8周年庆特献-超值特价组合（送酒具3件套）
sezhe:酒精度8.0%|crumb:选酒中心＞其他＞冰飞艳套装组合|price:188.0|title:冰飞艳套装组合
sezhe:酒精度8.0%|crumb:选酒中心＞其他＞智利冠销组合(红魔鬼+冰飞艳）|price:179.0|title:智利冠销组合(红魔鬼+冰飞艳）
sezhe:酒精度12.5%|crumb:选酒中心＞其他＞红酒节特惠-中高端1|price:也买价:1254.0|title:红酒节特惠-中高端1
sezhe:酒精度13.5%|crumb:选酒中心＞其他＞大小组合（买波尔多侯爵1.5L得750ML）|price:397.0|title:大小组合（买波尔多侯爵1.5L得750ML）
sezhe:酒精度13.5%|crumb:选酒中心＞其他＞波尔多侯爵干红葡萄酒-双支礼盒|price:258.0|title:波尔多侯爵干红葡萄酒-双支礼盒
sezhe:酒精度13.5%|crumb:选酒中心＞其他＞波尔多侯爵-6支装|price:1068.0|title:波尔多侯爵-6支装
sezhe:酒精度12.5%|crumb:选酒中心＞其他＞波尔多珍藏红葡萄酒6瓶装|price:也买价:3006.0|title:波尔多珍藏红葡萄酒6瓶装
sezhe:酒精度12.5%|crumb:选酒中心＞其他＞珍藏波尔多法定产区红葡萄酒（拉菲罗斯柴尔德集团荣誉出品）双支礼盒（烫金版礼盒）|price:258.0|title:珍藏波尔多法定产区红葡萄酒（拉菲罗斯柴尔德集团荣誉出品）双支礼盒（烫金版礼盒）
sezhe:酒精度12.5%|crumb:选酒中心＞其他＞拉菲珍藏一体配送双支组合|price:228.0|title:拉菲珍藏一体配送双支组合
sezhe:酒精度12.5%|crumb:选酒中心＞其他＞拉菲珍藏6支装（带木箱）|price:615.0|title:拉菲珍藏6支装（带木箱）
sezhe:酒精度12.5%|crumb:选酒中心＞其他＞波尔多珍藏红葡萄酒2瓶礼盒装|price:也买价:1075.0|title:波尔多珍藏红葡萄酒2瓶礼盒装
sezhe:酒精度12.5%|crumb:选酒中心＞其他＞优雅的经典2瓶套装|price:也买价:750.0|title:优雅的经典2瓶套装
sezhe:酒精度13.0%|crumb:选酒中心＞红葡萄酒＞干红＞五支箭组合（拉菲珍藏+男爵小木桐梅多克）|price:也买价:1176.0|title:五支箭组合（拉菲珍藏+男爵小木桐梅多克）
sezhe:酒精度14.5%|crumb:选酒中心＞其他＞莎普蒂尔比拉单支礼盒装|price:108.0|title:莎普蒂尔比拉单支礼盒装
sezhe:酒精度14.0%|crumb:选酒中心＞红葡萄酒＞干红＞蒙特斯经典马尔贝-6支装|price:459.0|title:蒙特斯经典马尔贝-6支装
sezhe:酒精度14%|crumb:选酒中心＞其他＞团圆中秋组合|price:也买价:2990.0|title:团圆中秋组合
sezhe:酒精度14%|crumb:选酒中心＞其他＞洛加干红葡萄酒（WA90分）-6支装|price:398.0|title:洛加干红葡萄酒（WA90分）-6支装
sezhe:酒精度14%|crumb:选酒中心＞红葡萄酒＞干红＞赵薇-斯奈哈克城堡(超级波尔多)双支礼盒装|price:358.0|title:赵薇-斯奈哈克城堡(超级波尔多)双支礼盒装
sezhe:酒精度14%|crumb:选酒中心＞红葡萄酒＞干红＞赵薇-（帕塔拉贝+斯奈哈克）双支礼盒装|price:458.0|title:赵薇-（帕塔拉贝+斯奈哈克）双支礼盒装
sezhe:酒精度14%|crumb:选酒中心＞其他＞赵薇斯奈哈克城堡干红葡萄酒2010-双支装|price:299.0|title:赵薇斯奈哈克城堡干红葡萄酒2010-双支装
sezhe:酒精度14%|crumb:选酒中心＞其他＞8周年庆特献-超值精品组合（送酒具3件套）|price:888.0|title:8周年庆特献-超值精品组合（送酒具3件套）
sezhe:酒精度14%|crumb:选酒中心＞其他＞赵薇斯奈哈克城堡干红葡萄酒*6|price:988.0|title:赵薇斯奈哈克城堡干红葡萄酒*6
sezhe:酒精度12.0%|crumb:选酒中心＞其他＞玛丽亚海之情干红葡萄酒双支礼盒装|price:119.0|title:玛丽亚海之情干红葡萄酒双支礼盒装
sezhe:酒精度12.0%|crumb:选酒中心＞其他＞玛丽亚海之情干红葡萄酒双只松木礼盒|price:99.0|title:玛丽亚海之情干红葡萄酒双只松木礼盒
sezhe:酒精度13.0%|crumb:选酒中心＞其他＞佳美妃新春组合|price:158.0|title:佳美妃新春组合
sezhe:酒精度13.0%|crumb:选酒中心＞其他＞佳美妃-组合（2支)|price:也买价:295.0|title:佳美妃-组合（2支)
sezhe:酒精度12.5%|crumb:选酒中心＞红葡萄酒＞干红＞拉菲传说一体配送双支组合|price:208.0|title:拉菲传说一体配送双支组合
sezhe:酒精度12.5%|crumb:选酒中心＞其他＞澳法人气组合（拉菲传说+洛神甄藏）|price:359.0|title:澳法人气组合（拉菲传说+洛神甄藏）
sezhe:酒精度12.5%|crumb:选酒中心＞其他＞超值4+2（拉菲传说+佳雅干红）|price:299.0|title:超值4+2（拉菲传说+佳雅干红）
sezhe:酒精度12.5%|crumb:选酒中心＞红葡萄酒＞干红＞拉菲传说双支礼盒（烫金版礼盒）|price:208.0|title:拉菲传说双支礼盒（烫金版礼盒）
sezhe:|crumb:选酒中心＞酒杯＞高脚杯＞拉伸红酒杯|price:|title:拉伸红酒杯
sezhe:酒精度12%|crumb:选酒中心＞其他＞帕克高分酒（普莱萨斯庄园干白葡萄酒+普莱萨斯庄园干红葡萄酒）-2支装|price:418.0|title:帕克高分酒（普莱萨斯庄园干白葡萄酒+普莱萨斯庄园干红葡萄酒）-2支装
sezhe:酒精度12%|crumb:选酒中心＞其他＞帕克高分酒猴年礼盒（普莱萨斯庄园干白葡萄酒+莱萨斯庄园干红葡萄酒）|price:278.0|title:帕克高分酒猴年礼盒（普莱萨斯庄园干白葡萄酒+莱萨斯庄园干红葡萄酒）
sezhe:酒精度12.00%|crumb:选酒中心＞红葡萄酒＞干红＞爆款新手必备红酒套装（佳雅干红6支装+酒具配件组合）|price:259.0|title:爆款新手必备红酒套装（佳雅干红6支装+酒具配件组合）
sezhe:酒精度12.00%|crumb:选酒中心＞其他＞新手必备红酒套装（佳雅干红6支装+酒具三件套配件组合）|price:229.0|title:新手必备红酒套装（佳雅干红6支装+酒具三件套配件组合）
sezhe:酒精度12.5%|crumb:选酒中心＞其他＞圣洛克小红颜干红葡萄酒-6支装|price:258.0|title:圣洛克小红颜干红葡萄酒-6支装
sezhe:酒精度40.0%|crumb:选酒中心＞其他＞绝妙配搭组合|price:|title:绝妙配搭组合
sezhe:酒精度12.5%|crumb:选酒中心＞红葡萄酒＞干红＞小红颜干红葡萄酒（又名：圣洛克小红颜干红葡萄酒）|price:74.0|title:小红颜干红葡萄酒（又名：圣洛克小红颜干红葡萄酒）
sezhe:酒精度12.5%|crumb:选酒中心＞其他＞圣洛克嘉莉传说干红葡萄酒-6支装|price:290.0|title:圣洛克嘉莉传说干红葡萄酒-6支装
sezhe:酒精度12.5%|crumb:选酒中心＞其他＞圣洛克-嘉莉传说干红葡萄酒-6支整箱价（TM）|price:|title:圣洛克-嘉莉传说干红葡萄酒-6支整箱价（TM）
sezhe:酒精度14.5%|crumb:选酒中心＞其他＞美景湾家族珍藏系列组合（又名：美景湾特级珍藏组合）|price:220.0|title:美景湾家族珍藏系列组合（又名：美景湾特级珍藏组合）
